,raceid3,driverId,grid3,position_3,positionorder3,points3,laps,fastestlap3,fastestlapspeed3,qposition3,lap,position_y,meanlaptime3,fastlaptime3,year,round,circuitId,driverref3,number,code,forename,surname,dob,nationality,pos3,points3,raceid1,grid1,position_1,positionorder1,points1,laps_x,fastestlap1,fastestlapspeed1,qposition1,lap_x,position_y_x,meanlaptime1,fastlaptime1,round_x,circuitId_x,driverref1,number_x,code_x,forename_x,surname_x,dob_x,nationality_x,pos1,points1,raceid2,grid2,position_2,positionorder2,points2,laps_y,fastestlap2,fastestlapspeed2,qposition2,lap_y,position_y_y,meanlaptime2,fastlaptime2,round_y,circuitId_y,driverref2,number_y,code_y,forename_y,surname_y,dob_y,nationality_y,pos2,points2
148,862,3,1,1.0,1,25.0,56,40.0,194.356,1.0,1.0,1.0,103338.01785714287,100967.0,2012,3,17,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,9.0,93.0,860.0,7.0,12.0,12.0,0.0,58.0,53.0,209.948,7.0,1.0,4.0,98400.12068965516,90931.0,1.0,1.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,9.0,93.0,861.0,7.0,13.0,13.0,0.0,56.0,51.0,195.898,8.0,1.0,6.0,178042.94642857142,101863.0,2.0,2.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,9.0,93.0
156,862,18,5,2.0,2,18.0,56,56.0,195.411,6.0,1.0,3.0,103706.33928571428,100422.0,2012,3,17,button,22.0,BUT,Jenson,Button,19/01/1980,British,5.0,188.0,860.0,2.0,1.0,1.0,25.0,58.0,56.0,214.053,2.0,1.0,1.0,97406.29310344828,89187.0,1.0,1.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,5.0,188.0,861.0,2.0,14.0,14.0,0.0,56.0,50.0,195.443,2.0,1.0,2.0,178063.05357142858,102100.0,2.0,2.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,5.0,188.0
157,862,1,7,3.0,3,15.0,56,40.0,195.201,2.0,1.0,5.0,103802.51785714287,100530.0,2012,3,17,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,190.0,860.0,1.0,3.0,3.0,15.0,58.0,57.0,213.214,1.0,1.0,2.0,97476.55172413793,89538.0,1.0,1.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,190.0,861.0,1.0,3.0,3.0,15.0,56.0,50.0,196.523,1.0,1.0,1.0,176900.05357142858,101539.0,2.0,2.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,190.0
158,862,17,6,4.0,4,12.0,56,52.0,195.279,7.0,1.0,9.0,103836.66071428572,100490.0,2012,3,17,webber,,WEB,Mark,Webber,27/08/1976,Australian,6.0,179.0,860.0,5.0,4.0,4.0,12.0,58.0,57.0,213.452,5.0,1.0,9.0,97484.68965517242,89438.0,1.0,1.0,webber,,WEB,Mark,Webber,27/08/1976,Australian,6.0,179.0,861.0,4.0,4.0,4.0,12.0,56.0,52.0,197.539,4.0,1.0,3.0,176955.3571428571,101017.0,2.0,2.0,webber,,WEB,Mark,Webber,27/08/1976,Australian,6.0,179.0
159,862,20,11,5.0,5,10.0,56,33.0,195.063,11.0,1.0,14.0,103882.35714285713,100601.0,2012,3,17,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,281.0,860.0,6.0,2.0,2.0,18.0,58.0,57.0,213.503,6.0,1.0,5.0,97443.1724137931,89417.0,1.0,1.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,281.0,861.0,5.0,11.0,11.0,0.0,56.0,50.0,196.905,6.0,1.0,4.0,177988.19642857142,101342.0,2.0,2.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,281.0
160,862,154,10,6.0,6,8.0,56,35.0,194.062,10.0,1.0,11.0,103900.35714285713,101120.0,2012,3,17,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,8.0,96.0,860.0,3.0,,21.0,0.0,1.0,,,3.0,1.0,6.0,103730.0,103730.0,1.0,1.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,8.0,96.0,861.0,6.0,,24.0,0.0,3.0,2.0,155.333,7.0,1.0,21.0,133715.33333333337,128464.0,2.0,2.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,8.0,96.0
161,862,811,14,7.0,7,6.0,56,37.0,193.731,14.0,1.0,12.0,103955.82142857145,101293.0,2012,3,17,bruno_senna,,SEN,Bruno,Senna,15/10/1983,Brazilian,16.0,31.0,860.0,14.0,16.0,16.0,0.0,52.0,49.0,210.123,14.0,1.0,20.0,100556.30769230767,90855.0,1.0,1.0,bruno_senna,,SEN,Bruno,Senna,15/10/1983,Brazilian,16.0,31.0,861.0,13.0,6.0,6.0,8.0,56.0,55.0,196.785,13.0,1.0,24.0,177312.125,101404.0,2.0,2.0,bruno_senna,,SEN,Bruno,Senna,15/10/1983,Brazilian,16.0,31.0
162,862,813,13,8.0,8,4.0,56,36.0,195.294,13.0,1.0,15.0,103974.5,100482.0,2012,3,17,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,15.0,45.0,860.0,8.0,13.0,13.0,0.0,57.0,53.0,211.523,8.0,1.0,7.0,97857.17543859649,90254.0,1.0,1.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,15.0,45.0,861.0,11.0,19.0,19.0,0.0,54.0,51.0,195.181,11.0,1.0,7.0,180490.72222222228,102237.0,2.0,2.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,15.0,45.0
163,862,4,9,9.0,9,2.0,56,41.0,194.001,9.0,1.0,8.0,104003.30357142855,101152.0,2012,3,17,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,278.0,860.0,12.0,5.0,5.0,10.0,58.0,52.0,211.469,12.0,1.0,8.0,97778.10344827586,90277.0,1.0,1.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,278.0,861.0,8.0,1.0,1.0,25.0,56.0,53.0,196.25,9.0,1.0,5.0,176639.5,101680.0,2.0,2.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,278.0
164,862,155,3,10.0,10,1.0,56,40.0,196.314,4.0,1.0,7.0,104029.44642857145,99960.0,2012,3,17,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,60.0,860.0,13.0,6.0,6.0,8.0,58.0,55.0,210.668,13.0,1.0,11.0,98040.18965517242,90620.0,1.0,1.0,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,60.0,861.0,17.0,,23.0,0.0,46.0,44.0,191.501,17.0,1.0,9.0,194763.5652173913,104202.0,2.0,2.0,kobayashi,10.0,KOB,Kamui,Kobayashi,13/09/1986,Japanese,12.0,60.0
165,862,815,8,11.0,11,0.0,56,37.0,194.156,8.0,1.0,6.0,104071.33928571428,101071.0,2012,3,17,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,10.0,66.0,860.0,22.0,8.0,8.0,4.0,58.0,46.0,210.151,17.0,1.0,12.0,98086.60344827586,90843.0,1.0,1.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,10.0,66.0,861.0,9.0,2.0,2.0,18.0,56.0,54.0,197.531,10.0,1.0,11.0,176679.9107142857,101021.0,2.0,2.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,10.0,66.0
166,862,814,15,12.0,12,0.0,56,40.0,193.339,15.0,1.0,13.0,104092.89285714287,101498.0,2012,3,17,resta,,DIR,Paul,di Resta,16/04/1986,British,14.0,46.0,860.0,15.0,10.0,10.0,1.0,58.0,57.0,210.703,15.0,1.0,15.0,98091.41379310343,90605.0,1.0,1.0,resta,,DIR,Paul,di Resta,16/04/1986,British,14.0,46.0,861.0,14.0,7.0,7.0,6.0,56.0,55.0,195.983,14.0,1.0,12.0,177432.57142857142,101819.0,2.0,2.0,resta,,DIR,Paul,di Resta,16/04/1986,British,14.0,46.0
167,862,13,12,13.0,13,0.0,56,48.0,193.832,12.0,1.0,10.0,104101.92857142855,101240.0,2012,3,17,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,7.0,122.0,860.0,16.0,,17.0,0.0,46.0,46.0,207.644,16.0,1.0,10.0,99756.32608695653,91940.0,1.0,1.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,7.0,122.0,861.0,12.0,15.0,15.0,0.0,56.0,56.0,195.537,12.0,1.0,10.0,178377.3392857143,102051.0,2.0,2.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,7.0,122.0
168,862,8,4,14.0,14,0.0,56,43.0,192.777,5.0,1.0,4.0,104241.10714285713,101794.0,2012,3,17,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,3.0,207.0,860.0,17.0,7.0,7.0,6.0,58.0,50.0,210.346,18.0,1.0,13.0,98061.70689655172,90759.0,1.0,1.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,3.0,207.0,861.0,10.0,5.0,5.0,10.0,56.0,53.0,198.117,5.0,1.0,8.0,177165.5,100722.0,2.0,2.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,3.0,207.0
169,862,807,16,15.0,15,0.0,56,48.0,194.337,16.0,1.0,17.0,104252.53571428572,100977.0,2012,3,17,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,9.0,93.0,860.0,9.0,,22.0,0.0,0.0,,,9.0,,,,,1.0,1.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,9.0,93.0,861.0,16.0,9.0,9.0,2.0,56.0,51.0,195.304,16.0,1.0,13.0,177494.7142857143,102173.0,2.0,2.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,9.0,93.0
177,862,818,24,16.0,16,0.0,56,48.0,196.198,18.0,1.0,24.0,104262.23214285713,100019.0,2012,3,17,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,,860.0,11.0,11.0,11.0,0.0,58.0,52.0,211.476,11.0,1.0,16.0,98093.3275862069,90274.0,1.0,1.0,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,,861.0,18.0,8.0,8.0,4.0,56.0,55.0,195.785,18.0,1.0,14.0,177478.5178571429,101922.0,2.0,2.0,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,
178,862,817,17,17.0,17,0.0,56,40.0,193.811,17.0,1.0,19.0,104465.80357142855,101251.0,2012,3,17,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,18.0,10.0,860.0,10.0,9.0,9.0,2.0,58.0,53.0,210.733,10.0,1.0,21.0,98088.29310344828,90592.0,1.0,1.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,18.0,10.0,861.0,15.0,12.0,12.0,0.0,56.0,54.0,196.104,15.0,1.0,17.0,178011.42857142858,101756.0,2.0,2.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,18.0,10.0
179,862,808,19,18.0,18,0.0,55,38.0,191.664,20.0,1.0,20.0,105282.8,102385.0,2012,3,17,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,19.0,0.0,860.0,19.0,,19.0,0.0,34.0,27.0,204.806,20.0,1.0,19.0,96438.61764705883,93214.0,1.0,1.0,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,19.0,0.0,861.0,19.0,16.0,16.0,0.0,55.0,52.0,192.775,20.0,1.0,18.0,180094.0,103513.0,2.0,2.0,petrov,,PET,Vitaly,Petrov,08/09/1984,Russian,19.0,0.0
180,862,10,20,19.0,19,0.0,55,41.0,190.987,21.0,1.0,18.0,106184.61818181818,102748.0,2012,3,17,glock,,GLO,Timo,Glock,18/03/1982,German,20.0,0.0,860.0,20.0,14.0,14.0,0.0,57.0,43.0,202.548,21.0,1.0,14.0,99909.19298245614,94253.0,1.0,1.0,glock,,GLO,Timo,Glock,18/03/1982,German,20.0,0.0,861.0,20.0,17.0,17.0,0.0,55.0,50.0,190.486,21.0,1.0,19.0,180869.72727272726,104757.0,2.0,2.0,glock,,GLO,Timo,Glock,18/03/1982,German,20.0,0.0
181,862,819,21,20.0,20,0.0,55,39.0,191.224,22.0,1.0,21.0,106191.85454545454,102621.0,2012,3,17,pic,,PIC,Charles,Pic,15/02/1990,French,21.0,0.0,860.0,21.0,15.0,15.0,0.0,53.0,45.0,200.932,22.0,1.0,18.0,102463.90566037736,95011.0,1.0,1.0,pic,,PIC,Charles,Pic,15/02/1990,French,21.0,0.0,861.0,21.0,20.0,20.0,0.0,54.0,50.0,190.384,22.0,1.0,20.0,183276.59259259253,104813.0,2.0,2.0,pic,,PIC,Charles,Pic,15/02/1990,French,21.0,0.0
182,862,37,22,21.0,21,0.0,55,54.0,189.398,23.0,1.0,22.0,106967.6909090909,103610.0,2012,3,17,rosa,,DLR,Pedro,de la Rosa,24/02/1971,Spanish,25.0,0.0,860.0,0.0,,23.0,0.0,0.0,,,23.0,,,,,1.0,1.0,rosa,,DLR,Pedro,de la Rosa,24/02/1971,Spanish,25.0,0.0,861.0,22.0,22.0,22.0,0.0,54.0,54.0,187.82,23.0,1.0,23.0,184868.3148148148,106244.0,2.0,2.0,rosa,,DLR,Pedro,de la Rosa,24/02/1971,Spanish,25.0,0.0
183,862,39,23,22.0,22,0.0,54,40.0,188.806,24.0,1.0,23.0,108060.74074074074,103935.0,2012,3,17,karthikeyan,,KAR,Narain,Karthikeyan,14/01/1977,Indian,24.0,0.0,860.0,0.0,,24.0,0.0,0.0,,,24.0,,,,,1.0,1.0,karthikeyan,,KAR,Narain,Karthikeyan,14/01/1977,Indian,24.0,0.0,861.0,23.0,21.0,21.0,0.0,54.0,52.0,188.414,24.0,1.0,22.0,184623.6851851852,105909.0,2.0,2.0,karthikeyan,,KAR,Narain,Karthikeyan,14/01/1977,Indian,24.0,0.0
184,862,5,18,23.0,23,0.0,53,53.0,193.928,19.0,1.0,16.0,110538.58490566038,101190.0,2012,3,17,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,22.0,0.0,860.0,18.0,,18.0,0.0,38.0,26.0,203.759,19.0,1.0,17.0,100754.65789473684,93693.0,1.0,1.0,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,22.0,0.0,861.0,24.0,18.0,18.0,0.0,55.0,54.0,192.237,19.0,1.0,15.0,180942.07272727272,103803.0,2.0,2.0,kovalainen,,KOV,Heikki,Kovalainen,19/10/1981,Finnish,22.0,0.0
185,862,30,2,,24,0.0,12,9.0,188.49,3.0,1.0,2.0,104794.75,104109.0,2012,3,17,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,13.0,49.0,860.0,4.0,,20.0,0.0,10.0,4.0,203.048,4.0,1.0,3.0,95217.0,94021.0,1.0,1.0,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,13.0,49.0,861.0,3.0,10.0,10.0,1.0,56.0,53.0,196.096,3.0,1.0,16.0,177532.2857142857,101760.0,2.0,2.0,michael_schumacher,,MSC,Michael,Schumacher,03/01/1969,German,13.0,49.0
186,882,4,3,1.0,1,25.0,56,46.0,197.21,3.0,1.0,2.0,103338.30357142855,99506.0,2013,3,17,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,242.0,880.0,5.0,2.0,2.0,18.0,58.0,53.0,213.162,5.0,1.0,3.0,93373.72413793103,89560.0,1.0,1.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,242.0,881.0,3.0,,22.0,0.0,1.0,,,3.0,1.0,2.0,125239.0,125239.0,2.0,2.0,alonso,14.0,ALO,Fernando,Alonso,29/07/1981,Spanish,2.0,242.0
187,882,8,2,2.0,2,18.0,56,51.0,196.324,2.0,1.0,4.0,103519.875,99955.0,2013,3,17,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,5.0,183.0,880.0,7.0,1.0,1.0,25.0,58.0,56.0,213.845,7.0,1.0,5.0,93159.05172413793,89274.0,1.0,1.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,5.0,183.0,881.0,10.0,7.0,7.0,6.0,56.0,37.0,196.079,7.0,1.0,12.0,106877.85714285713,101769.0,2.0,2.0,raikkonen,7.0,RAI,Kimi,Rج_ikkج¦nen,17/10/1979,Finnish,5.0,183.0
188,882,1,1,3.0,3,15.0,56,50.0,196.273,1.0,1.0,1.0,103558.33928571428,99981.0,2013,3,17,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,189.0,880.0,3.0,5.0,5.0,10.0,58.0,45.0,212.689,3.0,1.0,4.0,93944.58620689657,89759.0,1.0,1.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,189.0,881.0,4.0,3.0,3.0,15.0,56.0,32.0,197.57,4.0,1.0,4.0,106229.67857142855,101001.0,2.0,2.0,hamilton,44.0,HAM,Lewis,Hamilton,07/01/1985,British,4.0,189.0
189,882,20,9,4.0,4,12.0,56,53.0,202.706,9.0,1.0,9.0,103561.96428571428,96808.0,2013,3,17,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,397.0,880.0,1.0,3.0,3.0,15.0,58.0,42.0,211.16,1.0,1.0,1.0,93544.3275862069,90409.0,1.0,1.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,397.0,881.0,1.0,1.0,1.0,25.0,56.0,45.0,198.661,1.0,1.0,1.0,106012.16071428572,100446.0,2.0,2.0,vettel,5.0,VET,Sebastian,Vettel,03/07/1987,German,1.0,397.0
190,882,18,8,5.0,5,10.0,56,56.0,200.122,8.0,1.0,8.0,103968.39285714287,98058.0,2013,3,17,button,22.0,BUT,Jenson,Button,19/01/1980,British,9.0,73.0,880.0,10.0,9.0,9.0,2.0,58.0,41.0,211.654,10.0,1.0,9.0,94566.46551724136,90198.0,1.0,1.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,9.0,73.0,881.0,7.0,17.0,17.0,0.0,53.0,43.0,198.444,8.0,1.0,5.0,108208.67924528301,100556.0,2.0,2.0,button,22.0,BUT,Jenson,Button,19/01/1980,British,9.0,73.0
191,882,13,5,6.0,6,8.0,56,55.0,195.68,5.0,1.0,3.0,104067.35714285713,100284.0,2013,3,17,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,8.0,112.0,880.0,4.0,4.0,4.0,12.0,58.0,38.0,211.558,4.0,1.0,2.0,93737.96551724136,90239.0,1.0,1.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,8.0,112.0,881.0,2.0,5.0,5.0,10.0,56.0,50.0,199.937,2.0,1.0,6.0,106470.16071428572,99805.0,2.0,2.0,massa,19.0,MAS,Felipe,Massa,25/04/1981,Brazilian,8.0,112.0
192,882,817,7,7.0,7,6.0,56,55.0,195.766,7.0,1.0,7.0,104100.64285714287,100240.0,2013,3,17,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,14.0,20.0,880.0,14.0,,19.0,0.0,39.0,33.0,210.063,14.0,1.0,20.0,95959.2564102564,90881.0,1.0,1.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,14.0,20.0,881.0,13.0,18.0,18.0,0.0,51.0,35.0,194.527,13.0,1.0,11.0,108561.11764705883,102581.0,2.0,2.0,ricciardo,3.0,RIC,Daniel,Ricciardo,01/07/1989,Australian,14.0,20.0
193,882,814,11,8.0,8,4.0,56,55.0,196.038,11.0,1.0,14.0,104250.51785714287,100101.0,2013,3,17,resta,,DIR,Paul,di Resta,16/04/1986,British,12.0,48.0,880.0,9.0,8.0,8.0,4.0,58.0,56.0,210.033,9.0,1.0,8.0,94339.20689655172,90894.0,1.0,1.0,resta,,DIR,Paul,di Resta,16/04/1986,British,12.0,48.0,881.0,15.0,,21.0,0.0,22.0,19.0,193.559,15.0,1.0,14.0,117395.27272727275,103094.0,2.0,2.0,resta,,DIR,Paul,di Resta,16/04/1986,British,12.0,48.0
194,882,154,6,9.0,9,2.0,56,55.0,195.137,6.0,1.0,6.0,104292.28571428572,100563.0,2013,3,17,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,7.0,132.0,880.0,8.0,10.0,10.0,1.0,58.0,41.0,211.193,8.0,1.0,11.0,94585.93103448275,90395.0,1.0,1.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,7.0,132.0,881.0,11.0,6.0,6.0,8.0,56.0,37.0,197.131,11.0,1.0,13.0,106647.23214285713,101226.0,2.0,2.0,grosjean,8.0,GRO,Romain,Grosjean,17/04/1986,French,7.0,132.0
195,882,807,10,10.0,10,1.0,56,31.0,195.007,10.0,1.0,10.0,104348.98214285713,100630.0,2013,3,17,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,6.0,171.0,880.0,11.0,,22.0,0.0,0.0,,,11.0,,,,,1.0,1.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,6.0,171.0,881.0,12.0,8.0,8.0,4.0,56.0,46.0,198.107,12.0,1.0,10.0,106959.375,100727.0,2.0,2.0,hulkenberg,27.0,HUL,Nico,Hج_lkenberg,19/08/1987,German,6.0,171.0
203,882,815,12,11.0,11,0.0,56,55.0,193.754,12.0,1.0,13.0,104478.66071428572,101281.0,2013,3,17,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,11.0,49.0,880.0,15.0,11.0,11.0,0.0,58.0,46.0,212.294,15.0,1.0,12.0,94596.41379310343,89926.0,1.0,1.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,11.0,49.0,881.0,9.0,9.0,9.0,2.0,56.0,56.0,201.159,10.0,1.0,8.0,107304.25,99199.0,2.0,2.0,perez,11.0,PER,Sergio,Pج©rez,26/01/1990,Mexican,11.0,49.0
204,882,818,15,12.0,12,0.0,56,56.0,195.965,16.0,1.0,20.0,104634.80357142855,100138.0,2013,3,17,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,,880.0,13.0,12.0,12.0,0.0,58.0,50.0,213.309,13.0,1.0,14.0,94604.86206896552,89498.0,1.0,1.0,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,,881.0,17.0,10.0,10.0,1.0,56.0,45.0,198.571,17.0,1.0,18.0,107567.94642857145,100492.0,2.0,2.0,vergne,25.0,VER,Jean-جنric,Vergne,25/04/1990,French,,
205,882,822,16,13.0,13,0.0,56,53.0,199.832,17.0,1.0,16.0,105014.39285714287,98200.0,2013,3,17,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,17.0,4.0,880.0,16.0,14.0,14.0,0.0,57.0,42.0,210.594,16.0,1.0,13.0,95434.52631578947,90652.0,1.0,1.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,17.0,4.0,881.0,18.0,11.0,11.0,0.0,56.0,54.0,196.845,18.0,1.0,22.0,107594.48214285713,101373.0,2.0,2.0,bottas,77.0,BOT,Valtteri,Bottas,28/08/1989,Finnish,17.0,4.0
206,882,813,14,14.0,14,0.0,56,54.0,194.354,15.0,1.0,15.0,105042.82142857145,100968.0,2013,3,17,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,18.0,1.0,880.0,17.0,,21.0,0.0,24.0,12.0,205.465,17.0,1.0,15.0,97001.0,92915.0,1.0,1.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,18.0,1.0,881.0,16.0,,19.0,0.0,45.0,34.0,192.865,16.0,1.0,15.0,109931.04444444443,103465.0,2.0,2.0,maldonado,13.0,MAL,Pastor,Maldonado,09/03/1985,Venezuelan,18.0,1.0
207,882,824,18,15.0,15,0.0,55,35.0,193.265,19.0,1.0,17.0,105433.05454545456,101537.0,2013,3,17,jules_bianchi,17.0,BIA,Jules,Bianchi,03/08/1989,French,19.0,0.0,880.0,19.0,15.0,15.0,0.0,57.0,52.0,211.055,19.0,1.0,17.0,96513.94736842104,90454.0,1.0,1.0,jules_bianchi,17.0,BIA,Jules,Bianchi,03/08/1989,French,19.0,0.0,881.0,19.0,13.0,13.0,0.0,55.0,47.0,194.827,19.0,1.0,20.0,109002.32727272727,102423.0,2.0,2.0,jules_bianchi,17.0,BIA,Jules,Bianchi,03/08/1989,French,19.0,0.0
208,882,819,20,16.0,16,0.0,55,48.0,192.393,21.0,1.0,21.0,105470.4,101997.0,2013,3,17,pic,,PIC,Charles,Pic,15/02/1990,French,20.0,0.0,880.0,22.0,16.0,16.0,0.0,56.0,55.0,206.921,22.0,1.0,21.0,96765.96428571428,92261.0,1.0,1.0,pic,,PIC,Charles,Pic,15/02/1990,French,20.0,0.0,881.0,20.0,14.0,14.0,0.0,55.0,51.0,193.845,20.0,1.0,17.0,109624.90909090909,102942.0,2.0,2.0,pic,,PIC,Charles,Pic,15/02/1990,French,20.0,0.0
209,882,820,19,17.0,17,0.0,55,39.0,192.429,20.0,1.0,19.0,106122.65454545453,101978.0,2013,3,17,chilton,4.0,CHI,Max,Chilton,21/04/1991,British,23.0,0.0,880.0,20.0,17.0,17.0,0.0,56.0,49.0,207.036,20.0,1.0,18.0,97379.51785714287,92210.0,1.0,1.0,chilton,4.0,CHI,Max,Chilton,21/04/1991,British,23.0,0.0,881.0,21.0,16.0,16.0,0.0,54.0,44.0,193.454,21.0,1.0,21.0,110268.25925925926,103150.0,2.0,2.0,chilton,4.0,CHI,Max,Chilton,21/04/1991,British,23.0,0.0
210,882,823,21,18.0,18,0.0,55,42.0,191.717,22.0,1.0,18.0,106690.74545454542,102357.0,2013,3,17,garde,,VDG,Giedo,van der Garde,25/04/1985,Dutch,22.0,0.0,880.0,21.0,18.0,18.0,0.0,56.0,39.0,206.084,21.0,1.0,19.0,97854.98214285713,92636.0,1.0,1.0,garde,,VDG,Giedo,van der Garde,25/04/1985,Dutch,22.0,0.0,881.0,22.0,15.0,15.0,0.0,55.0,44.0,193.441,22.0,1.0,19.0,109788.25454545458,103157.0,2.0,2.0,garde,,VDG,Giedo,van der Garde,25/04/1985,Dutch,22.0,0.0
211,882,3,4,,19,0.0,21,7.0,189.823,4.0,1.0,5.0,109138.47619047617,103378.0,2013,3,17,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,6.0,171.0,880.0,6.0,,20.0,0.0,26.0,18.0,206.926,6.0,1.0,6.0,95153.80769230767,92259.0,1.0,1.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,6.0,171.0,881.0,6.0,4.0,4.0,12.0,56.0,44.0,198.052,6.0,1.0,7.0,106237.875,100755.0,2.0,2.0,rosberg,6.0,ROS,Nico,Rosberg,27/06/1985,German,6.0,171.0
219,882,17,22,,20,0.0,15,12.0,189.754,14.0,1.0,22.0,106630.53333333334,103416.0,2013,3,17,webber,,WEB,Mark,Webber,27/08/1976,Australian,3.0,199.0,880.0,2.0,6.0,6.0,8.0,58.0,45.0,212.753,2.0,1.0,7.0,93965.94827586207,89732.0,1.0,1.0,webber,,WEB,Mark,Webber,27/08/1976,Australian,3.0,199.0,881.0,5.0,2.0,2.0,18.0,56.0,45.0,198.19,5.0,1.0,3.0,106088.91071428572,100685.0,2.0,2.0,webber,,WEB,Mark,Webber,27/08/1976,Australian,3.0,199.0
